_id,title,content,summary,sentiment.label,sentiment.score,sentiment.comparative,sentiment.rawScore,createAt,updatedAt,__v,keywords[0],keywords[1],keywords[2],keywords[3],keywords[4],keywords[5],keywords[6],keywords[7],sentiment.positive[0],sentiment.positive[1],sentiment.positive[2],sentiment.positive[3],sentiment.positive[4],sentiment.positive[5],sentiment.positive[6],sentiment.positive[7],sentiment.negative[0],sentiment.negative[1],sentiment.negative[2],sentiment.negative[3],sentiment.negative[4],sentiment.negative[5],sentiment.negative[6],sentiment.negative[7],createdAt,user
69628cb573274e06ceda1b11,Note 26 - Positive,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,negative,0.433,-0.1053,-2,,2026-01-10T17:48:36.497Z,0,accomplissement personnel,personnel immense,etait incroyable,difficile mais,ete difficile,arrivee etait,preparation,sensation,,,,,,,,,difficile,incroyable,,,,,,,2025-11-28T03:54:00.835Z,diana
69628cb573274e06ceda1b12,Note 27 - Negative,Erreur coûteuse dans un rapport financier. Il va falloir refaire des heures de travail et justifier cette erreur auprès de la direction.,Erreur coûteuse dans un rapport financier. Il va falloir refaire des heures de travail et justifier cette erreur auprès de la direction.,negative,0.367,-0.1818,-4,,2026-01-10T17:48:36.504Z,0,rapport financier,erreur couteuse,falloir refaire,erreur aupres,justifier,direction,travail,heures,,,,,,,,,erreur,,,,,,,,2025-07-07T02:55:57.233Z,alice
69628cb573274e06ceda1b13,Note 28 - Negative,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,neutral,0.477,-0.0389,-0.7,,2026-01-10T17:48:36.510Z,0,sante persistants,solution claire,productivite,accumulent,problemes,affectent,medicaux,rendez,,,,,,,,,solution,,,,,,,,2024-06-27T11:06:57.811Z,frank
69628cb573274e06ceda1b14,Note 29 - Positive,Le cours de peinture était fantastique. J'ai appris de nouvelles techniques et créé une œuvre dont je suis vraiment fier. L'enseignant était inspirant.,Le cours de peinture était fantastique. J'ai appris de nouvelles techniques et créé une œuvre dont je suis vraiment fier. L'enseignant était inspirant.,positive,0.667,0.2174,5,,2026-01-10T17:48:36.517Z,0,nouvelles techniques,etait fantastique,enseignant etait,etait inspirant,peinture etait,suis vraiment,vraiment fier,appris,fantastique,,,,,,,,,,,,,,,,2024-10-29T04:13:20.181Z,charlie
69628cb573274e06ceda1b15,Note 30 - Positive,"J'ai reçu une promotion aujourd'hui. Après deux ans de travail acharné, c'est enfin reconnu. Je me sens valorisé et motivé pour les nouveaux défis.","J'ai reçu une promotion aujourd'hui. Après deux ans de travail acharné, c'est enfin reconnu. Je me sens valorisé et motivé pour les nouveaux défis.",negative,0.433,-0.08,-2,,2026-01-10T17:48:36.526Z,0,promotion aujourd,travail acharne,nouveaux defis,sens valorise,aujourd hui,apres deux,hui apres,deux ans,,,,,,,,,sens,,,,,,,,2025-08-18T19:53:17.545Z,diana
69628cb573274e06ceda1b16,Note 31 - Negative,Problèmes familiaux compliqués qui prennent beaucoup d'énergie mentale. Difficile de se concentrer sur le travail dans ces conditions.,Problèmes familiaux compliqués qui prennent beaucoup d'énergie mentale. Difficile de se concentrer sur le travail dans ces conditions.,neutral,0.467,-0.0556,-1,,2026-01-10T17:48:36.533Z,0,familiaux compliques,problemes familiaux,prennent beaucoup,mentale difficile,energie mentale,concentrer,conditions,travail,,,,,,,,,difficile,,,,,,,,2025-06-18T06:09:18.213Z,frank
69628cb573274e06ceda1b17,Note 32 - Neutral,Lecture d'articles techniques sur mon domaine professionnel. Contenu informatif mais déjà largement connu.,Lecture d'articles techniques sur mon domaine professionnel. Contenu informatif mais déjà largement connu.,negative,0.433,-0.1538,-2,,2026-01-10T17:48:36.541Z,0,domaine professionnel,professionnel contenu,articles techniques,contenu informatif,informatif mais,largement connu,deja largement,mais deja,,,,,,,,,professionnel,,,,,,,,2024-07-02T08:21:45.554Z,emma
69628cb573274e06ceda1b18,Note 33 - Negative,"Le projet sur lequel je travaille a été annulé après des mois d'efforts. Tout ce travail pour rien, c'est extrêmement frustrant et démotivant.","Le projet sur lequel je travaille a été annulé après des mois d'efforts. Tout ce travail pour rien, c'est extrêmement frustrant et démotivant.",negative,0.4,-0.1364,-3,,2026-01-10T17:48:36.548Z,0,extremement frustrant,annule apres,ete annule,demotivant,travaille,efforts,travail,projet,,,,,,,,,annule,frustrant,,,,,,,2024-03-26T01:30:40.827Z,frank
69628cb573274e06ceda1b19,Note 34 - Negative,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,neutral,0.477,-0.0389,-0.7,,2026-01-10T17:48:36.555Z,0,sante persistants,solution claire,productivite,accumulent,problemes,affectent,medicaux,rendez,,,,,,,,,solution,,,,,,,,2025-05-07T08:52:14.701Z,frank
69628cb573274e06ceda1b1a,Note 35 - Neutral,Navigation sur internet pour recherche d'informations générales. Plusieurs sources consultées sans contenu exceptionnel.,Navigation sur internet pour recherche d'informations générales. Plusieurs sources consultées sans contenu exceptionnel.,negative,0.383,-0.2692,-3.5,,2026-01-10T17:48:36.561Z,0,informations generales,contenu exceptionnel,generales plusieurs,sources consultees,plusieurs sources,navigation,recherche,internet,,,,,,,,,exceptionnel,,,,,,,,2024-08-23T05:14:23.352Z,charlie
69628cb573274e06ceda1b1b,Note 36 - Negative,Annulation de dernière minute d'un voyage attendu depuis des mois. Déception immense et perte financière significative.,Annulation de dernière minute d'un voyage attendu depuis des mois. Déception immense et perte financière significative.,negative,0.4,-0.1875,-3,,2026-01-10T17:48:36.568Z,0,financiere significative,deception immense,perte financiere,derniere minute,voyage attendu,mois deception,annulation,,significative,,,,,,,,attendu,perte,,,,,,,2025-08-21T11:31:26.254Z,diana
69628cb573274e06ceda1b1c,Note 37 - Negative,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,negative,0.333,-0.2632,-5,,2026-01-10T17:48:36.576Z,0,souffre considerablement,conflit serieux,tension monte,collegue,approche,ambiance,travail,projet,,,,,,,,,conflit,tension,souffre,,,,,,2025-02-10T22:01:50.004Z,frank
69628cb573274e06ceda1b1d,Note 38 - Neutral,J'ai travaillé sur la documentation du projet. Tâche nécessaire mais peu excitante. Tout est maintenant à jour et organisé.,J'ai travaillé sur la documentation du projet. Tâche nécessaire mais peu excitante. Tout est maintenant à jour et organisé.,neutral,0.5,0,0,,2026-01-10T17:48:36.583Z,0,tache necessaire,necessaire mais,projet tache,documentation,maintenant,travaille,excitante,organise,,,,,,,,,,,,,,,,,2025-06-16T14:06:53.414Z,bob
69628cb573274e06ceda1b1e,Note 39 - Neutral,Réunion de suivi hebdomadaire comme prévu. Les points de l'ordre du jour ont été traités dans les temps. Aucun point critique à signaler.,Réunion de suivi hebdomadaire comme prévu. Les points de l'ordre du jour ont été traités dans les temps. Aucun point critique à signaler.,positive,0.613,0.1545,3.4,,2026-01-10T17:48:36.591Z,0,suivi hebdomadaire,point critique,ete traites,signaler,reunion,points,prevu,ordre,comme,critique,,,,,,,,,,,,,,,2024-12-12T18:46:03.223Z,charlie
69628cb573274e06ceda1b1f,Note 40 - Positive,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,negative,0.433,-0.1053,-2,,2026-01-10T17:48:36.598Z,0,accomplissement personnel,personnel immense,etait incroyable,difficile mais,ete difficile,arrivee etait,preparation,sensation,,,,,,,,,difficile,incroyable,,,,,,,2024-12-28T06:24:04.278Z,frank
69628cb573274e06ceda1b20,Note 41 - Neutral,Courses effectuées au supermarché. La liste était complète et les rayons bien approvisionnés. Rien de particulier à noter.,Courses effectuées au supermarché. La liste était complète et les rayons bien approvisionnés. Rien de particulier à noter.,neutral,0.5,0,0,,2026-01-10T17:48:36.605Z,0,approvisionnes rien,courses effectuees,etait complete,liste etait,supermarche,particulier,rayons,noter,,,,,,,,,,,,,,,,,2025-12-17T18:38:01.460Z,emma
69628cb573274e06ceda1b21,Note 42 - Positive,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,neutral,0.467,-0.0435,-1,,2026-01-10T17:48:36.617Z,0,excellente note,sens tellement,tellement fier,soulage,reussi,examen,heures,fruits,soulage,,,,,,,,sens,,,,,,,,2024-04-05T06:48:48.697Z,bob
69628cb573274e06ceda1b22,Note 43 - Positive,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,neutral,0.467,-0.0435,-1,,2026-01-10T17:48:36.625Z,0,excellente note,sens tellement,tellement fier,soulage,reussi,examen,heures,fruits,soulage,,,,,,,,sens,,,,,,,,2024-07-19T10:06:01.094Z,diana
69628cb573274e06ceda1b23,Note 44 - Positive,Notre équipe a gagné le tournoi de football d'entreprise. L'esprit d'équipe était incroyable et la célébration après la victoire était mémorable !,Notre équipe a gagné le tournoi de football d'entreprise. L'esprit d'équipe était incroyable et la célébration après la victoire était mémorable !,positive,0.633,0.2,4,,2026-01-10T17:48:36.632Z,0,celebration apres,etait incroyable,etait memorable,victoire etait,equipe etait,entreprise,football,tournoi,gagne,esprit,,,,,,,incroyable,,,,,,,,2025-02-23T23:48:32.915Z,alice
69628cb573274e06ceda1b24,Note 45 - Negative,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,neutral,0.477,-0.0389,-0.7,,2026-01-10T17:48:36.638Z,0,sante persistants,solution claire,productivite,accumulent,problemes,affectent,medicaux,rendez,,,,,,,,,solution,,,,,,,,2025-08-03T06:14:16.967Z,charlie
69628cb573274e06ceda1b25,Note 46 - Negative,Annulation de dernière minute d'un voyage attendu depuis des mois. Déception immense et perte financière significative.,Annulation de dernière minute d'un voyage attendu depuis des mois. Déception immense et perte financière significative.,negative,0.4,-0.1875,-3,,2026-01-10T17:48:36.645Z,0,financiere significative,deception immense,perte financiere,derniere minute,voyage attendu,mois deception,annulation,,significative,,,,,,,,attendu,perte,,,,,,,2025-07-10T16:45:59.446Z,alice
69628cb573274e06ceda1b26,Note 47 - Negative,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,negative,0.333,-0.2632,-5,,2026-01-10T17:48:36.652Z,0,souffre considerablement,conflit serieux,tension monte,collegue,approche,ambiance,travail,projet,,,,,,,,,conflit,tension,souffre,,,,,,2024-11-02T20:23:57.887Z,charlie
69628cb573274e06ceda1b27,Note 48 - Negative,Problème technique majeur avec le serveur de production. Plusieurs heures de panne qui ont affecté tous les utilisateurs. Beaucoup de stress et de pression.,Problème technique majeur avec le serveur de production. Plusieurs heures de panne qui ont affecté tous les utilisateurs. Beaucoup de stress et de pression.,negative,0.367,-0.1667,-4,,2026-01-10T17:48:36.657Z,0,utilisateurs beaucoup,production plusieurs,probleme technique,technique majeur,plusieurs heures,pression,serveur,affecte,,,,,,,,,stress,pression,,,,,,,2025-09-28T20:19:25.192Z,frank
69628cb573274e06ceda1b28,Note 49 - Positive,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,neutral,0.467,-0.0435,-1,,2026-01-10T17:48:36.662Z,0,excellente note,sens tellement,tellement fier,soulage,reussi,examen,heures,fruits,soulage,,,,,,,,sens,,,,,,,,2025-06-26T11:42:20.850Z,diana
69628cb573274e06ceda1b29,Note 50 - Positive,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,negative,0.433,-0.1053,-2,,2026-01-10T17:48:36.668Z,0,accomplissement personnel,personnel immense,etait incroyable,difficile mais,ete difficile,arrivee etait,preparation,sensation,,,,,,,,,difficile,incroyable,,,,,,,2025-08-25T10:24:50.315Z,bob
69628cb573274e06ceda1b2a,Note 51 - Neutral,Nettoyage de printemps du bureau. Tous les documents sont maintenant classés et l'espace de travail est ordonné.,Nettoyage de printemps du bureau. Tous les documents sont maintenant classés et l'espace de travail est ordonné.,neutral,0.5,0,0,,2026-01-10T17:48:36.671Z,0,maintenant classes,nettoyage,printemps,documents,travail,ordonne,bureau,espace,,,,,,,,,,,,,,,,,2024-09-01T10:10:05.792Z,frank
69628cb573274e06ceda1b2b,Note 52 - Neutral,J'ai travaillé sur la documentation du projet. Tâche nécessaire mais peu excitante. Tout est maintenant à jour et organisé.,J'ai travaillé sur la documentation du projet. Tâche nécessaire mais peu excitante. Tout est maintenant à jour et organisé.,neutral,0.5,0,0,,2026-01-10T17:48:36.675Z,0,tache necessaire,necessaire mais,projet tache,documentation,maintenant,travaille,excitante,organise,,,,,,,,,,,,,,,,,2025-12-22T07:57:24.253Z,bob
69628cb573274e06ceda1b2c,Note 53 - Positive,Le livre que je viens de finir était captivant. L'intrigue était bien construite et les personnages attachants. Une lecture très enrichissante.,Le livre que je viens de finir était captivant. L'intrigue était bien construite et les personnages attachants. Une lecture très enrichissante.,neutral,0.5,0,0,,2026-01-10T17:48:36.678Z,0,personnages attachants,tres enrichissante,etait captivant,intrigue etait,lecture tres,finir etait,construite,livre,,,,,,,,,,,,,,,,,2024-02-22T06:26:57.172Z,diana
69628cb573274e06ceda1b2d,Note 54 - Negative,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,neutral,0.477,-0.0389,-0.7,,2026-01-10T17:48:36.684Z,0,sante persistants,solution claire,productivite,accumulent,problemes,affectent,medicaux,rendez,,,,,,,,,solution,,,,,,,,2024-09-18T09:47:33.180Z,charlie
69628cb573274e06ceda1b2e,Note 55 - Positive,Le livre que je viens de finir était captivant. L'intrigue était bien construite et les personnages attachants. Une lecture très enrichissante.,Le livre que je viens de finir était captivant. L'intrigue était bien construite et les personnages attachants. Une lecture très enrichissante.,neutral,0.5,0,0,,2026-01-10T17:48:36.691Z,0,personnages attachants,tres enrichissante,etait captivant,intrigue etait,lecture tres,finir etait,construite,livre,,,,,,,,,,,,,,,,,2025-11-23T02:28:15.629Z,bob
69628cb573274e06ceda1b2f,Note 56 - Negative,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,negative,0.333,-0.2632,-5,,2026-01-10T17:48:36.696Z,0,souffre considerablement,conflit serieux,tension monte,collegue,approche,ambiance,travail,projet,,,,,,,,,conflit,tension,souffre,,,,,,2025-06-11T22:30:04.661Z,emma
69628cb573274e06ceda1b30,Note 57 - Neutral,J'ai travaillé sur la documentation du projet. Tâche nécessaire mais peu excitante. Tout est maintenant à jour et organisé.,J'ai travaillé sur la documentation du projet. Tâche nécessaire mais peu excitante. Tout est maintenant à jour et organisé.,neutral,0.5,0,0,,2026-01-10T17:48:36.701Z,0,tache necessaire,necessaire mais,projet tache,documentation,maintenant,travaille,excitante,organise,,,,,,,,,,,,,,,,,2024-03-31T08:52:32.095Z,charlie
69628cb573274e06ceda1b31,Note 58 - Neutral,J'ai travaillé sur la documentation du projet. Tâche nécessaire mais peu excitante. Tout est maintenant à jour et organisé.,J'ai travaillé sur la documentation du projet. Tâche nécessaire mais peu excitante. Tout est maintenant à jour et organisé.,neutral,0.5,0,0,,2026-01-10T17:48:36.705Z,0,tache necessaire,necessaire mais,projet tache,documentation,maintenant,travaille,excitante,organise,,,,,,,,,,,,,,,,,2025-01-06T06:23:59.054Z,charlie
69628cb573274e06ceda1b32,Note 59 - Negative,Problèmes familiaux compliqués qui prennent beaucoup d'énergie mentale. Difficile de se concentrer sur le travail dans ces conditions.,Problèmes familiaux compliqués qui prennent beaucoup d'énergie mentale. Difficile de se concentrer sur le travail dans ces conditions.,neutral,0.467,-0.0556,-1,,2026-01-10T17:48:36.711Z,0,familiaux compliques,problemes familiaux,prennent beaucoup,mentale difficile,energie mentale,concentrer,conditions,travail,,,,,,,,,difficile,,,,,,,,2024-09-16T13:25:55.386Z,emma
69628cb573274e06ceda1b33,Note 60 - Negative,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,neutral,0.5,0,0,,2026-01-10T17:48:36.717Z,0,attente interminable,client inexistant,inexistant trois,finalement etre,service client,etre transfere,trois heures,boite vocale,,,,,,,,,,,,,,,,,2025-02-25T20:30:01.014Z,bob
69628cb573274e06ceda1b34,Note 61 - Positive,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,neutral,0.467,-0.0435,-1,,2026-01-10T17:48:36.723Z,0,excellente note,sens tellement,tellement fier,soulage,reussi,examen,heures,fruits,soulage,,,,,,,,sens,,,,,,,,2025-12-05T09:15:27.147Z,frank
69628cb573274e06ceda1b35,Note 62 - Negative,J'ai reçu une mauvaise nouvelle concernant un proche. Cela pèse lourdement sur mon moral et ma concentration est affectée.,J'ai reçu une mauvaise nouvelle concernant un proche. Cela pèse lourdement sur mon moral et ma concentration est affectée.,negative,0.4,-0.1579,-3,,2026-01-10T17:48:36.730Z,0,nouvelle concernant,mauvaise nouvelle,pese lourdement,concentration,affectee,proche,moral,recu,,,,,,,,,mauvaise,,,,,,,,2024-03-05T07:10:11.860Z,diana
69628cb573274e06ceda1b36,Note 63 - Neutral,"Révision du budget mensuel. Les dépenses sont dans les limites prévues, aucun écart significatif.","Révision du budget mensuel. Les dépenses sont dans les limites prévues, aucun écart significatif.",neutral,0.467,-0.0714,-1,,2026-01-10T17:48:36.736Z,0,ecart significatif,limites prevues,budget mensuel,revision,depenses,,,,,,,,,,,,limites,,,,,,,,2024-09-20T23:53:47.102Z,frank
69628cb573274e06ceda1b37,Note 64 - Neutral,Nettoyage de printemps du bureau. Tous les documents sont maintenant classés et l'espace de travail est ordonné.,Nettoyage de printemps du bureau. Tous les documents sont maintenant classés et l'espace de travail est ordonné.,neutral,0.5,0,0,,2026-01-10T17:48:36.742Z,0,maintenant classes,nettoyage,printemps,documents,travail,ordonne,bureau,espace,,,,,,,,,,,,,,,,,2024-02-25T08:37:35.341Z,emma
69628cb573274e06ceda1b38,Note 65 - Negative,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,neutral,0.477,-0.0389,-0.7,,2026-01-10T17:48:36.748Z,0,sante persistants,solution claire,productivite,accumulent,problemes,affectent,medicaux,rendez,,,,,,,,,solution,,,,,,,,2024-09-09T07:20:16.101Z,frank
69628cb573274e06ceda1b39,Note 66 - Negative,J'ai reçu une mauvaise nouvelle concernant un proche. Cela pèse lourdement sur mon moral et ma concentration est affectée.,J'ai reçu une mauvaise nouvelle concernant un proche. Cela pèse lourdement sur mon moral et ma concentration est affectée.,negative,0.4,-0.1579,-3,,2026-01-10T17:48:36.754Z,0,nouvelle concernant,mauvaise nouvelle,pese lourdement,concentration,affectee,proche,moral,recu,,,,,,,,,mauvaise,,,,,,,,2024-11-29T17:38:27.956Z,alice
69628cb573274e06ceda1b3a,Note 67 - Neutral,Révision des emails et planification de la journée de demain. Routine administrative accomplie efficacement.,Révision des emails et planification de la journée de demain. Routine administrative accomplie efficacement.,positive,0.567,0.1429,2,,2026-01-10T17:48:36.761Z,0,administrative accomplie,routine administrative,accomplie efficacement,demain routine,planification,revision,journee,emails,efficacement,,,,,,,,,,,,,,,,2024-04-19T18:16:00.160Z,emma
69628cb573274e06ceda1b3b,Note 68 - Negative,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,negative,0.333,-0.2632,-5,,2026-01-10T17:48:36.768Z,0,souffre considerablement,conflit serieux,tension monte,collegue,approche,ambiance,travail,projet,,,,,,,,,conflit,tension,souffre,,,,,,2024-08-06T05:23:45.082Z,frank
69628cb573274e06ceda1b3c,Note 69 - Positive,"Le week-end était parfait. Nous avons fait une randonnée magnifique en montagne, le temps était idéal et le paysage à couper le souffle. Un vrai moment de bonheur en famille.","Le week-end était parfait. Nous avons fait une randonnée magnifique en montagne, le temps était idéal et le paysage à couper le souffle. Un vrai moment de bonheur en famille.",positive,0.8,0.3,9,,2026-01-10T17:48:36.776Z,0,randonnee magnifique,etait parfait,temps etait,etait ideal,vrai moment,end etait,week end,montagne,parfait,vrai,bonheur,,,,,,couper,,,,,,,,2025-01-21T15:40:26.312Z,charlie
69628cb573274e06ceda1b3d,Note 70 - Neutral,Nettoyage de printemps du bureau. Tous les documents sont maintenant classés et l'espace de travail est ordonné.,Nettoyage de printemps du bureau. Tous les documents sont maintenant classés et l'espace de travail est ordonné.,neutral,0.5,0,0,,2026-01-10T17:48:36.782Z,0,maintenant classes,nettoyage,printemps,documents,travail,ordonne,bureau,espace,,,,,,,,,,,,,,,,,2025-10-30T22:13:25.327Z,charlie
69628cb573274e06ceda1b3e,Note 71 - Negative,Erreur coûteuse dans un rapport financier. Il va falloir refaire des heures de travail et justifier cette erreur auprès de la direction.,Erreur coûteuse dans un rapport financier. Il va falloir refaire des heures de travail et justifier cette erreur auprès de la direction.,negative,0.367,-0.1818,-4,,2026-01-10T17:48:36.788Z,0,rapport financier,erreur couteuse,falloir refaire,erreur aupres,justifier,direction,travail,heures,,,,,,,,,erreur,,,,,,,,2025-08-02T22:49:00.611Z,alice
69628cb573274e06ceda1b3f,Note 72 - Positive,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,J'ai réussi mon examen avec une excellente note ! Toutes ces heures d'étude ont porté leurs fruits. Je me sens tellement fier et soulagé.,neutral,0.467,-0.0435,-1,,2026-01-10T17:48:36.794Z,0,excellente note,sens tellement,tellement fier,soulage,reussi,examen,heures,fruits,soulage,,,,,,,,sens,,,,,,,,2024-05-03T04:32:31.462Z,frank
69628cb573274e06ceda1b40,Note 73 - Negative,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,neutral,0.477,-0.0389,-0.7,,2026-01-10T17:48:36.802Z,0,sante persistants,solution claire,productivite,accumulent,problemes,affectent,medicaux,rendez,,,,,,,,,solution,,,,,,,,2024-10-14T02:20:02.127Z,alice
69628cb573274e06ceda1b41,Note 74 - Negative,Annulation de dernière minute d'un voyage attendu depuis des mois. Déception immense et perte financière significative.,Annulation de dernière minute d'un voyage attendu depuis des mois. Déception immense et perte financière significative.,negative,0.4,-0.1875,-3,,2026-01-10T17:48:36.809Z,0,financiere significative,deception immense,perte financiere,derniere minute,voyage attendu,mois deception,annulation,,significative,,,,,,,,attendu,perte,,,,,,,2024-07-11T03:46:08.765Z,bob
69628cb573274e06ceda1b42,Note 75 - Negative,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,neutral,0.5,0,0,,2026-01-10T17:48:36.817Z,0,attente interminable,client inexistant,inexistant trois,finalement etre,service client,etre transfere,trois heures,boite vocale,,,,,,,,,,,,,,,,,2024-04-22T18:20:56.982Z,diana
69628cb573274e06ceda1b43,Note 76 - Negative,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,Conflit sérieux avec un collègue sur l'approche du projet. La tension monte et l'ambiance de travail en souffre considérablement.,negative,0.333,-0.2632,-5,,2026-01-10T17:48:36.824Z,0,souffre considerablement,conflit serieux,tension monte,collegue,approche,ambiance,travail,projet,,,,,,,,,conflit,tension,souffre,,,,,,2024-02-26T06:40:47.558Z,bob
69628cb573274e06ceda1b44,Note 77 - Neutral,Réunion de suivi hebdomadaire comme prévu. Les points de l'ordre du jour ont été traités dans les temps. Aucun point critique à signaler.,Réunion de suivi hebdomadaire comme prévu. Les points de l'ordre du jour ont été traités dans les temps. Aucun point critique à signaler.,positive,0.613,0.1545,3.4,,2026-01-10T17:48:36.832Z,0,suivi hebdomadaire,point critique,ete traites,signaler,reunion,points,prevu,ordre,comme,critique,,,,,,,,,,,,,,,2024-12-04T06:18:07.581Z,bob
69628cb573274e06ceda1b45,Note 78 - Positive,"J'ai reçu une promotion aujourd'hui. Après deux ans de travail acharné, c'est enfin reconnu. Je me sens valorisé et motivé pour les nouveaux défis.","J'ai reçu une promotion aujourd'hui. Après deux ans de travail acharné, c'est enfin reconnu. Je me sens valorisé et motivé pour les nouveaux défis.",negative,0.433,-0.08,-2,,2026-01-10T17:48:36.839Z,0,promotion aujourd,travail acharne,nouveaux defis,sens valorise,aujourd hui,apres deux,hui apres,deux ans,,,,,,,,,sens,,,,,,,,2025-01-19T02:07:15.558Z,emma
69628cb573274e06ceda1b46,Note 79 - Neutral,Révision des emails et planification de la journée de demain. Routine administrative accomplie efficacement.,Révision des emails et planification de la journée de demain. Routine administrative accomplie efficacement.,positive,0.567,0.1429,2,,2026-01-10T17:48:36.845Z,0,administrative accomplie,routine administrative,accomplie efficacement,demain routine,planification,revision,journee,emails,efficacement,,,,,,,,,,,,,,,,2024-01-02T22:18:08.861Z,emma
69628cb573274e06ceda1b47,Note 80 - Neutral,Appel téléphonique avec un fournisseur pour mise à jour des coordonnées. Échange standard et courtois.,Appel téléphonique avec un fournisseur pour mise à jour des coordonnées. Échange standard et courtois.,positive,0.567,0.1429,2,,2026-01-10T17:48:36.853Z,0,coordonnees echange,appel telephonique,echange standard,fournisseur,courtois,mise,jour,,courtois,,,,,,,,,,,,,,,,2024-04-05T23:19:07.510Z,bob
